"ID";"ROOTID";"CRDA";"NAME";"ISSYSTEM";"CODE";"CATCODE";"EAN";"EANID";"CAT_ID";"TYPE_ID";"PATH_ID";"MAINPACK";"SINGLEPACK";"UNITS_ID";"STOCK_AVAL";"STOCK_LOCAL";"STOCK_EXT";"STOCK_UNAVAL";"STOCK_RES";"STOCK_EXP";"STOCK_ALARM";"STOCK_ORDER_ALARM";"STOCK_LOAD_ALARM";"STOCK_RESORDERS";"DESCR";"DELETED";"NEXTDELIVERY";"NEXTDELIVERYLOAD";"IMPCORP";"INSTORE";"INPLIST";"COSTPRICE";"COSTMATPRICE";"FIFOPRICE";"FIFOCASHID";"DFLTECPRICE";"YEAREXPCONS";"YEAREXPCONSBOM";"INSHOP";"HEATLVL";"HSCODE";"CORIGIN";"PREFORIGIN";"CYCLE";"COUNTRES";"SYSSTATUS";"POPULARITY"
10042;"NULL";"NULL";"adStand L 150 (bez wydruku)";"NULL";"NULL";"ADS-L-150-WP";"NULL";"NULL";19609;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy bez wydruku";"n";"NULL";"NULL";1;5;"y";200.56;185.71;0.0000;0;207.00;0.00;26.00;0;"NULL";"7616999099";"Chiny";"n";22322;"NULL";10;0
10043;"NULL";"NULL";"adWall L 200";"NULL";"NULL";"ADW-L-200";"NULL";"NULL";19619;308;11898;1.00;1.00;116;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa z wydrukiem na PCV";"n";"NULL";"NULL";1;5;"y";323.43;276.71;0.0000;0;494.00;146.00;146.00;1;"NULL";"76169990";"Polska";"n";22322;"NULL";10;342
10044;"NULL";"NULL";"adWall L 200 (bez wydruku)";"NULL";"NULL";"ADW-L-200-WP";"NULL";"NULL";19609;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa z wydrukiem na PCV";"n";"NULL";"NULL";1;5;"y";231.54;216.37;0.0000;0;273.00;0.00;146.00;0;"NULL";"76169990";"Chiny";"n";22322;"NULL";10;0
10045;"NULL";"NULL";"adTribune Elypse (bez wydruku)";"NULL";"NULL";"ADT-ELY-WP";"NULL";"NULL";19624;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;"NULL";0.00;"Trybunka reklamowa aluminiowa bez wydruku";"n";"NULL";"NULL";1;5;"y";348.66;323.66;0.0000;0;"NULL";17.00;17.00;1;"NULL";"94032080";"Chiny";"n";22322;"NULL";10;24
10047;"NULL";"NULL";"adBox Hit toper";"NULL";"NULL";"ADB-HIT-TOP";"NULL";"NULL";19614;10796;132;1.00;1.00;116;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"y";28.58;16.71;0.0000;0;52.00;43.00;342.00;0;"NULL";"";"";"n";22322;"NULL";10;5
10092;"NULL";"NULL";"adStand Lux 100";"NULL";"NULL";"ADS-LUX-100";"NULL";"NULL";19609;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;13.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem na PVC";"n";"NULL";"NULL";1;5;"y";134.14;98.38;0.0000;0;299.00;476.00;476.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;664
11909;"NULL";"NULL";"adBox Ring toper";"NULL";"NULL";"ADB-RING-TOP";"NULL";"NULL";19614;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"y";27.29;17.09;0.0000;0;46.00;11.00;36.00;0;"NULL";"";"";"n";22322;"NULL";10;16
10093;"NULL";"NULL";"adStand Lux 100 (bez wydruku)";"NULL";"Model 1-100";"ADS-LUX-100-WP";"NULL";"NULL";19609;308;11943;1.00;1.00;116;270.00;270.00;0.00;6.00;13.00;252.00;100.00;300.00;200.00;0.00;"Rollup reklamowy bez wydruku";"n";"29.07.2026";"NULL";1;30;"y";79.59;76.26;17.7700;2;259.00;46.00;522.00;0;1;"7616999099";"Chiny";"n";22322;"NULL";10;180
10094;"NULL";"21.11.2025 09:28:53.573";"adFolder A4 (bez wydruku)";"NULL";"NULL";"ADF-A4-WP";"NULL";"NULL";19615;308;11943;1.00;1.00;116;166.00;166.00;0.00;1.00;7.00;200.00;50.00;145.00;100.00;0.00;"";"n";"24.06.2026";"NULL";1;30;"y";195.88;187.55;46.5000;2;379.00;285.00;285.00;1;1;"";"";"n";22322;"NULL";10;497
10097;"NULL";"01.04.2026 10:33:33.066";"adStand Twins 85 (bez wydruku)";"NULL";"Model 7-85";"ADS-TWI-85-WP";"NULL";"NULL";19609;308;11943;1.00;1.00;116;0.00;0.00;0.00;27.00;0.00;0.00;0.00;0.00;0.00;0.00;"Rollup reklamowy bez wydruku";"n";"NULL";"NULL";1;30;"y";116.56;113.23;27.0000;2;209.00;0.00;104.00;0;5;"7616999099";"Chiny";"n";22325;"NULL";11;67
10098;"NULL";"NULL";"adStand Twins 85";"NULL";"NULL";"ADS-TWI-85";"NULL";"NULL";19609;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem na PVC";"n";"NULL";"NULL";1;5;"y";234.73;152.37;0.0000;0;367.00;104.00;104.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;138
10009;"NULL";"NULL";"adStand L  60";"NULL";"NULL";"ADS-L-60";"NULL";"NULL";19619;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem";"n";"NULL";"NULL";1;5;"y";162.39;123.68;0.0000;0;252.00;45.00;45.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;60
7;"NULL";"NULL";"adStand Premium 85";"NULL";"NULL";"ADS-PRE-85";"NULL";"NULL";19609;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;29.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem na PVC";"n";"NULL";"NULL";1;5;"y";212.60;165.18;0.0000;0;349.00;319.00;319.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;374
9;"NULL";"NULL";"adStand Premium 100";"NULL";"NULL";"ADS-PRE-100";"NULL";"NULL";19609;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem na PVC";"n";"NULL";"NULL";1;5;"y";247.87;200.44;0.0000;0;449.00;522.00;522.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;697
10134;"NULL";"NULL";"adStand Premium 150 (bez wydruku)";"NULL";"NULL";"ADS-PRE-150-WP";"NULL";"NULL";19609;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy bez wydruku";"n";"NULL";"NULL";1;5;"y";421.06;371.84;0.0000;0;711.00;"NULL";"NULL";0;"NULL";"7616999099";"Chiny";"n";22322;"NULL";10;0
10135;"NULL";"NULL";"adFolder Easy";"NULL";"wycofany";"ADF-EASY";"NULL";"NULL";19615;308;11943;1.00;1.00;116;20.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;30;"y";0.00;0.00;0.0000;0;"NULL";"NULL";"NULL";0;5;"";"";"n";22325;"NULL";2;0
10138;"NULL";"NULL";"adBox Elypse Mini (bez wydruku)";"NULL";"NULL";"ADB-ELY-MINI-WP";"NULL";"NULL";19613;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;"NULL";0.00;"Stoisko degustacyjne Elypse Mini bez wydruku";"n";"NULL";"NULL";1;5;"y";306.83;278.50;0.0000;0;0.00;1.00;227.00;1;"NULL";"9403208000";"Chiny";"n";22322;"NULL";10;4
10142;"NULL";"01.04.2026 10:33:39.393";"adStand Twins 100 (bez wydruku)";"NULL";"Model 7-100 wycofany";"ADS-TWI-100-WP";"NULL";"NULL";19609;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"Rollup reklamowy bez wydruku";"n";"NULL";"NULL";1;30;"y";113.57;110.24;26.0000;2;238.00;0.00;0.00;0;5;"7616999099";"Chiny";"n";22325;"NULL";11;0
10;"NULL";"NULL";"adStand Premium 120";"NULL";"NULL";"ADS-PRE-120";"NULL";"NULL";19609;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem na PVC";"n";"NULL";"NULL";1;5;"y";263.93;216.50;0.0000;0;489.00;117.00;117.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;168
10010;"NULL";"NULL";"adTribune Elypse";"NULL";"NULL";"ADT-ELY";"NULL";"NULL";19624;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;8.00;0.00;0.00;0.00;"NULL";0.00;"Trybunka reklamowa aluminiowa z wydrukiem";"n";"NULL";"NULL";1;5;"y";395.65;343.77;0.0000;0;959.00;380.00;380.00;1;"NULL";"94032080";"Polska";"n";22322;"NULL";10;467
10019;"NULL";"NULL";"adTribune Hit";"NULL";"NULL";"ADT-HIT";"NULL";"NULL";19624;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;"NULL";0.00;"Trybunka reklamowa HIT z wydrukiem na materiale tekstylnym";"n";"NULL";"NULL";1;5;"y";386.43;320.10;0.0000;0;862.00;100.00;100.00;1;"NULL";"9403208000";"Polska";"n";22322;"NULL";10;99
10011;"NULL";"NULL";"Usługi graficzne";"NULL";"NULL";"USL-GRA";"NULL";"NULL";19662;114;146;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"n";0.00;0.00;0.0000;0;"NULL";0.00;0.00;0;"NULL";"";"";"n";22322;"NULL";10;41
16;"NULL";"NULL";"adStand L 100";"NULL";"NULL";"ADS-L-100";"NULL";"NULL";19619;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem";"n";"NULL";"NULL";1;5;"y";155.64;111.67;0.0000;0;270.00;82.00;82.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;158
17;"NULL";"NULL";"adBox Hit";"NULL";"NULL";"ADB-HIT";"NULL";"NULL";19613;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;"NULL";0.00;"Stoisko degustacyjne Hit";"n";"NULL";"NULL";1;5;"y";441.59;361.73;0.0000;0;919.00;169.00;169.00;1;"NULL";"9403208000";"Polska";"n";22322;"NULL";10;98
18;"NULL";"NULL";"adBox Standard";"NULL";"NULL";"ADB-STA";"NULL";"NULL";19613;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Stoisko degustacyjne Standard";"n";"NULL";"NULL";1;5;"y";830.66;712.90;0.0000;0;1719.00;69.00;69.00;1;"NULL";"9403208000";"Polska";"n";22322;"NULL";10;46
10110;"NULL";"NULL";"adTribune Elypse Mini";"NULL";"NULL";"ADT-ELY-MINI";"NULL";"NULL";19624;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;"NULL";0.00;"Trybunka reklamowa aluminiowa z wydrukiem";"n";"NULL";"NULL";1;5;"y";371.86;305.18;0.0000;0;879.00;125.00;125.00;1;"NULL";"94032080";"Polska";"n";22322;"NULL";10;185
10111;"NULL";"NULL";"adTribune Elypse Mini (bez wydruku)";"NULL";"NULL";"ADT-ELY-MINI-WP";"NULL";"NULL";19624;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;"NULL";0.00;"Trybunka reklamowa aluminiowa bez wydruku";"n";"NULL";"NULL";1;5;"y";282.37;257.37;0.0000;0;566.00;13.00;138.00;1;"NULL";"94032080";"Chiny";"n";22322;"NULL";10;2
10112;"NULL";"NULL";"adBox Elypse";"NULL";"NULL";"ADB-ELY";"NULL";"NULL";19613;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;"NULL";0.00;"Stoisko degustacyjne Elypse";"n";"NULL";"NULL";1;5;"y";464.52;392.48;0.0000;0;999.00;270.00;270.00;1;"NULL";"9403208000";"Polska";"n";22322;"NULL";10;280
10113;"NULL";"NULL";"adBox Elypse Mini";"NULL";"NULL";"ADB-ELY-MINI";"NULL";"NULL";19613;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;"NULL";0.00;"Stoisko degustacyjne Elypse Mini";"n";"NULL";"NULL";1;5;"y";424.91;343.03;0.0000;0;939.00;226.00;226.00;1;"NULL";"9403208000";"Polska";"n";22322;"NULL";10;107
10012;"NULL";"NULL";"Zaliczka";"NULL";"xwbs_prefacture";"ZAL";"NULL";"NULL";311;10805;146;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"NIE KASOWAĆ I NIE MODYFIKOWAĆ PRODUKTU!!!";"n";"NULL";"NULL";1;5;"n";0.00;0.00;0.0000;0;"NULL";"NULL";"NULL";0;"NULL";"";"";"n";22322;"NULL";11;99
42;"NULL";"NULL";"Transport";1;"NULL";"TRA";"NULL";"NULL";151;114;146;1.00;1.00;116;0.00;0.00;0.00;0.00;644.00;9.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;10;"y";0.00;0.00;18.0000;0;20.00;59444.00;59444.00;0;"NULL";"";"";"n";22322;"NULL";0;0
44;"NULL";"NULL";"Maszt Aluminiowy - Adstand";"NULL";"Vertical pole";"MAS-ALU-ADS";"NULL";"NULL";19610;10796;11943;1.00;1.00;116;70.00;70.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"Akcesoria do systemów wystawienniczych - maszt aluminiowy do flagi";"n";"NULL";"NULL";1;30;"n";12.12;12.12;3.0000;2;"NULL";18.00;18.00;0;5;"7616999099";"Chiny";"n";22324;"NULL";10;64
45;"NULL";"NULL";"Usługi inne";"NULL";"NULL";"USL-INNE";"NULL";"NULL";151;114;146;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;10;"n";0.00;0.00;70.0000;0;"NULL";31.00;31.00;0;"NULL";"";"";"n";22322;"NULL";10;696
10016;"NULL";"NULL";"adBox Hit (bez wydruku)";"NULL";"NULL";"ADB-HIT-WP";"NULL";"NULL";19613;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"y";326.03;299.36;0.0000;0;0.00;11.00;180.00;1;"NULL";"";"";"n";22322;"NULL";10;8
55;"NULL";"NULL";"Projekt graficzny";1;"NULL";"ART-DES";"NULL";"NULL";19662;114;146;1.00;1.00;116;0.00;0.00;0.00;0.00;27.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"n";0.00;0.00;0.0000;0;50.00;609.00;609.00;0;"NULL";"";"";"n";22322;"NULL";0;0
10211;"NULL";"NULL";"adWall Vario Classic 220 jednostronne";"NULL";"NULL";"ADW-VAR-CLA-220-S-S";"NULL";"NULL";19629;308;133;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa Vario z wydrukiem na materiale tekstylnym";"n";"NULL";"NULL";1;5;"y";597.68;491.99;0.0000;0;1034.00;17.00;17.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;32
69;"NULL";"NULL";"adStand L 80";"NULL";"NULL";"ADS-L-80";"NULL";"NULL";19619;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem";"n";"NULL";"NULL";1;5;"y";172.41;128.56;0.0000;0;263.00;39.00;39.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;66
10017;"NULL";"NULL";"adBox Standard (bez wydruku)";"NULL";"NULL";"ADB-STA-WP";"NULL";"NULL";19613;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Stoisko degustacyjne Standard bez wydruku";"n";"NULL";"NULL";1;5;"y";701.28;634.61;0.0000;0;0.00;3.00;72.00;1;"NULL";"9403208000";"Chiny";"n";22322;"NULL";10;5
10018;"NULL";"NULL";"adWall Smart łukowa 4x3";"NULL";"NULL";"ADW-SMA-CUR-4X3";"NULL";"NULL";19621;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Aluminiowa ścianka reklamowa z wydrukiem na PCV";"n";"NULL";"NULL";1;5;"y";2281.82;1831.79;0.0000;0;3791.00;0.00;0.00;1;"NULL";"76169990";"Polska";"n";22322;"NULL";10;6
10020;"NULL";"NULL";"adStand Premium 85 (bez wydruku)";"NULL";"NULL";"ADS-PRE-85-WP";"NULL";"NULL";19609;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy bez wydruku";"n";"NULL";"NULL";1;5;"y";341.22;303.16;0.0000;0;476.00;"NULL";"NULL";0;"NULL";"7616999099";"Chiny";"n";22322;"NULL";10;1
10103;"NULL";"NULL";"adBox Hit Mini";"NULL";"NULL";"ADB-HIT-MINI";"NULL";"NULL";19613;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Stoisko degustacyjne Hit Mini";"n";"NULL";"NULL";1;5;"y";429.59;336.80;0.0000;0;749.00;11.00;11.00;1;"NULL";"9403208000";"Polska";"n";22322;"NULL";10;20
10104;"NULL";"NULL";"adBox Hit Mini (bez wydruku)";"NULL";"NULL";"ADB-HIT-MINI-WP";"NULL";"NULL";19613;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Stoisko degustacyjne Hit Mini bez wydruku";"n";"NULL";"NULL";1;5;"y";327.20;282.76;0.0000;0;0.00;1.00;12.00;1;"NULL";"9403208000";"Chiny";"n";22322;"NULL";10;1
10105;"NULL";"NULL";"adTribune Hit Mini";"NULL";"NULL";"ADT-HIT-MINI";"NULL";"NULL";19624;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Trybunka reklamowa HIT Mini z wydrukiem na materiale tekstylnym";"n";"NULL";"NULL";1;5;"y";395.00;318.63;0.0000;0;699.00;59.00;59.00;1;"NULL";"9403208000";"Polska";"n";22322;"NULL";10;66
10106;"NULL";"NULL";"adTribune Hit Mini (bez wydruku)";"NULL";"NULL";"ADT-HIT-MINI-WP";"NULL";"NULL";19624;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Trybunka reklamowa Hit Mini bez wydruku";"n";"NULL";"NULL";1;5;"y";317.28;277.39;0.0000;0;"NULL";0.00;59.00;1;"NULL";"9403208000";"Chiny";"n";22322;"NULL";10;3
10128;"NULL";"NULL";"adBoard Hips 58x100";"NULL";"NULL";"ADB-HIPS-58X100";"NULL";"NULL";19601;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;"NULL";0.00;"Potykacz reklamowy Hips";"n";"NULL";"NULL";1;5;"y";264.51;197.14;0.0000;0;300.00;37.00;37.00;1;"NULL";"3926909790";"Polska";"n";22322;"NULL";10;83
10129;"NULL";"NULL";"Produkt wystawienniczy";"NULL";"NULL";"PRO-WYS";"NULL";"NULL";187;10797;146;1.00;1.00;116;0.00;0.00;0.00;0.00;226.00;375.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;15;"n";1.67;0.00;1.0000;0;"NULL";455.00;479.00;0;"NULL";"";"";"n";22322;"NULL";10;2776
10130;"NULL";"NULL";"adFolder Plate";"NULL";"wycofany";"ADF-PLA";"NULL";"NULL";19615;308;11943;1.00;1.00;116;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;"";"n";"NULL";"NULL";1;30;"y";233.76;225.43;54.5000;2;579.00;0.00;0.00;0;5;"";"";"n";22325;"NULL";11;1
10131;"NULL";"NULL";"adBox Elypse (bez wydruku)";"NULL";"NULL";"ADB-ELY-WP";"NULL";"NULL";19613;308;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;1.00;0.00;50.00;50.00;"NULL";0.00;"Stoisko degustacyjne Elypse bez wydruku";"n";"NULL";"NULL";1;5;"y";373.11;344.78;10.1000;0;0.00;10.00;10.00;1;"NULL";"9403208000";"Chiny";"n";22322;"NULL";10;7
10133;"NULL";"NULL";"adStand Premium 150";"NULL";"NULL";"ADS-PRE-150";"NULL";"NULL";19609;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"Rollup reklamowy z wydrukiem na PVC";"n";"NULL";"NULL";1;5;"y";317.82;268.73;0.0000;0;599.00;68.00;68.00;1;"NULL";"7616999099";"Polska";"n";22322;"NULL";10;106
11925;"NULL";"NULL";"Wydruk płaszcz adTribune/adBox Ring";"NULL";"NULL";"P-COAT-ADT-RING";"NULL";"NULL";19640;308;132;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"NULL";0.00;"";"n";"NULL";"NULL";1;5;"y";77.72;41.24;0.0000;0;207.00;1.00;26.00;0;"NULL";"";"";"n";22322;"NULL";10;13
10144;"NULL";"01.10.2025 15:14:36.813";"adStand L noga pomalowana";"NULL";"NULL";"ADS-L-NOGA-P";"NULL";"NULL";19620;10796;11943;1.00;1.00;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"";"n";"NULL";"NULL";1;30;"n";14.94;11.20;10.0000;0;"NULL";0.00;0.00;0;5;"";"";"n";22322;"NULL";10;25
